year,city,state,admin_financial,admin_judicial,admin_other,administration,air_transit,commercial_activ,correction,educ_elem_sec,educ_higher,education,education_services,envir_housing,fire,health,highways,hospitals,housing_commdevt,inspection,interest_general,libraries,misc,natural_resources,other_gen_spending,parking,parks_recreation,police,public_buildings,public_safety,public_welfare,seaport,sewerage,social_services,sp_empl_retire_tr,spend_intergovt,spend_liquor_store,spending_direct,spending_general,spending_utility,transportation,utility_elec,utility_gas,utility_transit,utility_water,waste_mgmt,welfare_cash,welfare_other,welfare_vendors,percentChange_police,percentChange_correction,percentChange_fire,percentChange_inspection,percentChange_public_safety,ratio_police_public_welfare,combined_police,combined_public_welfare,rank_public_safety,pct_social,pct_police,police_2017,police_1977,social_2017,social_1977
1982,Albuquerque,NM,54.48,2.95,41.47,121.48,26.45,0,43.91,1202.32,0,1202.32,1231.27,489.33,123.13,18.29,135.02,54.17,74.29,22.12,156.81,28.95,114.25,0,114.25,7.91,129.71,204.12,22.59,393.28,1.49,0,211.84,73.95,0.22,45.01,0,3049.43,2749.74,299.47,169.38,0,0,49.54,249.93,73.48,0,1.49,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,136.99328859060404,0.9927532707553134,0.007246729244686542,74,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1983,Albuquerque,NM,60.07,10.88,38.23,134.07,43.06,0,48.42,1202.43,0,1202.43,1234.48,566.96,122.88,29.81,140.04,0.65,83.64,24.65,225.34,32.05,116.25,0,116.25,31.04,169.35,220.55,24.9,416.5,1.48,0,236.79,31.94,0.21,50.9,0,3312.58,2939.69,372.68,214.14,0,0,115.79,256.89,77.18,0,1.48,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,149.0202702702703,0.9933342341125073,0.0066657658874926815,75,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1984,Albuquerque,NM,68.84,10.6,41.97,161.44,114.26,0,53.47,1253.15,0,1253.15,1281.56,625.2,131.98,40.34,158.06,0,86.89,23.99,397.52,28.41,139.79,0,139.79,6.1,163.67,236.19,40.03,445.62,12.06,0,292.72,52.41,0.2,65.02,0,3658.61,3381.95,276.46,278.41,0,0,51.98,224.48,81.93,0,12.06,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,19.58457711442786,0.9514199395770393,0.04858006042296073,67,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1985,Albuquerque,NM,65.51,11.07,46.05,278.67,74.56,0,67.81,1174.69,0,1174.69,1205.44,676.8,125.48,22.2,123.61,17.42,70.78,25.75,374.54,30.74,147.26,0,147.26,6.78,175.62,247.04,156.04,466.08,0.99,0,303.57,40.61,0.19,62.43,0,3712.38,3394.34,317.84,204.95,0,0,60.34,257.5,126.82,0,0.99,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,249.53535353535352,0.9960085473531427,0.003991452646857235,66,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1986,Albuquerque,NM,81.49,12.19,45.52,262.89,127.65,0,72.44,1171,0,1171,1205.25,743.71,91.17,24.55,177.43,16.91,86.31,28.7,377.05,34.24,207.29,0,207.29,8.88,169.24,273.37,123.69,465.68,0.96,0,381,42.41,0.19,47.5,0,3993.05,3618.24,374.63,313.96,0,0,50.51,324.11,107.17,0,0.96,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,284.7604166666667,0.9965005650129407,0.003499434987059381,80,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1987,Albuquerque,NM,95.79,23.97,46.52,204.86,103.61,0,68.81,1168.91,0,1168.91,1210.15,570.7,128.49,25.72,203.99,0,76.24,25.33,396.42,41.24,199.37,0,199.37,11.84,158.68,291.43,38.57,514.06,0,0,252.84,25.72,0,42.71,0,3754.08,3440.71,313.37,319.43,0,0,55.3,258.08,82.94,0,0,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,Inf,1,0,65,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1988,Albuquerque,NM,96.59,12.88,44.16,190.01,415.32,0,71.11,1178.55,0,1178.55,1215.48,631.69,123.83,19.97,154.48,0,88.91,23.48,438.02,36.93,251.2,0,251.2,12.96,187.91,248.88,36.38,467.3,0,0,242.36,19.97,0,43.42,0,4069.77,3796.45,273.32,582.77,0,0,55.15,218.17,112.51,0,0,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,Inf,1,0,81,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1989,Albuquerque,NM,86.84,14.36,48.91,182,248.5,0,74.63,1178.61,0,1178.61,1216.17,793.28,121.48,30.28,197.01,0,79.24,27.34,414.02,37.56,156.76,0.02,156.76,10.96,341.35,266.69,31.89,490.15,2.89,0,241.8,33.17,0,83.1,0,4067.15,3742.02,325.13,456.47,0,0,57.84,267.29,130.88,0,2.89,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,92.28027681660899,0.9892796201498628,0.010720379850137251,75,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1990,Albuquerque,NM,84.37,12.44,47.8,178.53,159.91,0,73.37,1098.34,0,1098.34,1138.13,870.32,126.44,30.4,236.33,0,75.43,26.91,451.21,39.78,165.94,0.02,165.94,6.42,334.65,306.83,33.92,533.55,5,0,270.04,35.41,0,77.91,0,4177.95,3775.74,402.21,402.66,0,0,113.79,288.42,190.18,0,5,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,61.366,0.9839656222941988,0.01603437770580124,62,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1991,Albuquerque,NM,80.1,14.02,43.41,169.83,60.5,0,76.28,1194.38,0,1194.38,1232.77,763.89,127.35,29.54,185.88,0,74.28,28.35,376.34,38.39,214.2,0,214.2,7.36,222.28,285.4,32.3,517.39,22.71,0,258.1,52.25,0,72.02,0,3910.87,3580.39,330.48,253.73,0,0,62.78,267.7,209.23,0,13.19,9.52,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,12.567151034786436,0.926292557852715,0.07370744214728507,73,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1992,Albuquerque,NM,79.97,13.82,45.14,172.52,100.21,0,78.5,1258.64,0,1258.64,1287.76,692.26,135.24,32,186.67,0,78.25,20.63,392.65,29.12,224.6,0,224.6,7.12,181.76,287.85,33.59,522.22,30.52,0,262.08,62.52,0,74.74,0,3955.81,3648.55,307.26,294,0,0,57.06,250.2,170.18,0,21.66,8.86,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,9.43152031454784,0.9041366962967616,0.09586330370323837,71,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1993,Albuquerque,NM,69.38,12.98,41.81,148.16,134.88,0,79.42,1183.65,0,1183.65,1197.68,637.71,114.76,33.25,189.67,0,90,15.7,334.96,14.03,268.89,0,268.89,9.38,195.2,286.8,24,496.68,20.95,0,168.12,54.2,0,77.57,0,3786.79,3472.22,314.57,333.93,0,0,62.87,251.7,184.4,0,20.95,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,13.689737470167065,0.9319252640129976,0.06807473598700244,80,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1994,Albuquerque,NM,76.13,12.74,42.81,147.32,134.12,0,81.65,1156.06,0,1156.06,1180.19,809.53,131.59,36.11,243.28,0,101,16.7,317.53,24.12,228.75,0,228.75,9.16,233.65,302.98,15.64,532.92,18.52,0,268.03,54.63,0,71.79,0,3990.85,3657.44,333.41,386.57,0,0,63.88,269.53,206.85,0,18.52,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,16.359611231101514,0.9423950233281494,0.057604976671850695,73,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1995,Albuquerque,NM,74.84,16.95,49.64,166.89,155.33,0,81.78,1197.33,0,1197.33,1204.89,836.87,129.31,42.88,222.33,0,107.99,17.93,308.94,7.56,276.32,0,276.32,9.11,295.77,296.97,25.46,525.99,18.42,0,233.41,61.3,0,66.71,0,4099.47,3767.98,331.5,386.77,0,0,80.09,251.4,199.7,0,18.42,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,16.122149837133552,0.9415961190906497,0.05840388090935032,77,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1996,Albuquerque,NM,81.36,33.58,48.77,195.75,290.16,0,104.65,1128.37,0,1128.37,1136.59,847.92,134.13,37.95,236.01,0,101.63,19.08,225.22,8.22,295.52,0,295.52,8.84,334.85,322.65,32.03,580.51,18.5,0,225.94,56.45,0,61.4,0,4160.07,3872.96,287.11,535,0,0,63.74,223.38,185.5,0,18.5,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,17.44054054054054,0.9457716546973473,0.054228345302652796,65,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1997,Albuquerque,NM,78.53,19.2,50.41,176.18,188.45,0,99.53,1244.86,0,1244.86,1280.61,711.58,141.08,42.18,234.31,0,103.51,20.73,210.14,35.76,292.65,9.71,292.65,10.53,329.86,329.34,28.04,590.69,14.37,0,150.13,56.55,0,61.7,0,4308.99,3751.68,557.31,433.29,0,0,133.62,423.69,118.37,0,14.37,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,22.91858037578288,0.9581914986471153,0.0418085013528847,62,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1998,Albuquerque,NM,77.49,24.62,42.89,172.37,88.86,0,99.85,1220.57,0,1220.57,1259.88,598.15,133.64,39.79,171.14,0,115.34,21.06,203.91,39.31,278.03,9.63,278.03,11.06,233.43,344.97,27.37,599.51,17.93,0,115.48,57.72,0,54.05,0,3906.98,3440.63,466.35,271.06,0,0,73.16,393.18,124.27,0,15.3,2.62,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,19.239821528165088,0.950592449710664,0.0494075502893359,65,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1999,Albuquerque,NM,74.28,16.57,49.41,171.58,127.61,0,102.5,1272.17,0,1272.17,1315.01,656.4,134.98,43.41,177.03,0,131.51,20.08,219.87,42.84,228.33,9.5,228.33,9.77,267.01,397.89,31.33,655.44,18.05,0,115.99,61.45,0,55.8,0,4019.48,3622.5,396.98,314.41,0,0,75.25,321.73,132.39,0,18.05,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,22.043767313019387,0.9566043179304707,0.04339568206952926,55,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2000,Albuquerque,NM,73.1,16.41,48.74,169,144.35,0,111.23,1292.88,0,1292.88,1321.33,669.78,141.1,38.36,180.2,0,115.82,20.08,193.04,28.45,223.98,9.39,223.98,11.18,251.82,398.22,30.74,670.64,18.25,0,184.53,56.61,0,53.82,0,4087.42,3640.11,447.31,335.72,0,0,118.64,328.67,108.23,0,18.25,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,21.82027397260274,0.9561793166374529,0.043820683362547116,57,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2001,Albuquerque,NM,65.61,35.01,39.05,189.37,102.03,0,238.93,1317.74,0,1317.74,1353.49,789.93,150.79,40.43,253.14,0,77.72,5.29,196.41,35.76,176.17,21.35,176.17,17.67,307.62,388.24,49.7,783.24,36.38,0,260.99,76.82,0,49.39,0,4291.56,3938.27,353.29,372.84,0,0,93.6,259.69,122.24,0,36.38,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,10.671797691039032,0.9143233950355613,0.0856766049644388,32,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2002,Albuquerque,NM,75.81,22.19,37.56,198.11,85.14,0,163.51,1387.49,0,1387.49,1422.61,526.8,159.45,42.29,206.74,0,78.58,4.86,138.51,35.12,238.84,10.66,238.84,93.41,225.45,358.6,62.54,686.42,19.81,0,109.84,62.1,0,52.87,0,3978.65,3658.68,319.97,385.29,0,0,105.47,214.51,102.26,0,19.81,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,18.101968702675418,0.9476493750165165,0.052350624983483515,59,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2003,Albuquerque,NM,81.36,17.82,64.09,223.03,84.49,0,149.51,1378.36,0,1378.36,1411.92,664.26,150.63,39.3,192.64,0,123.15,5.08,138.8,33.56,182.17,9.93,182.17,14.4,313.29,329.96,59.77,635.18,26.7,0,116.04,66,0,52.11,0,3933.02,3612.89,320.12,291.53,0,0,123.81,196.31,101.85,0,26.7,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,12.358052434456928,0.9251387876408905,0.07486121235910952,73,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2004,Albuquerque,NM,83.83,16.88,41.76,197.69,87.94,0,151.07,1469.15,0,1469.15,1505.73,601.67,153.16,60.52,140.14,0,113.78,5.23,126.15,36.58,317.8,9.79,317.8,12.18,266.8,347.54,55.23,657,26.68,0,91.22,87.2,0,51.35,0,3981.73,3733.5,248.23,240.26,0,0,108.13,140.1,120.07,0,26.68,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,13.026236881559221,0.9287050398161509,0.07129496018384907,64,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2005,Albuquerque,NM,79.94,14.29,36.47,208.4,99.59,0,142.96,1462.86,0,1462.86,1497.21,676.82,174.5,64.71,257.57,0,94.98,6.58,126.45,34.35,190.93,5.46,190.93,8.28,300.52,353.33,77.71,677.37,47.4,0,142.35,112.11,0,48.56,0,4160.35,3854.75,305.6,365.45,0,0,171.73,133.88,133.51,0,47.4,0,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,7.4542194092827,0.8817158685399147,0.11828413146008535,64,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2006,Albuquerque,NM,100.39,19.46,31.67,209.19,61.51,0,160.03,1491.97,0,1491.97,1529.8,576.24,178.44,27.05,184.37,0,80,0,128.54,37.83,244.79,3.94,244.79,7.7,286.98,358.91,57.67,697.38,73.89,0,87.92,100.93,0,0,0,3942.77,3740.47,202.3,253.58,0,0,101.75,100.56,117.4,0,47.44,26.45,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,4.857355528488294,0.8292744916820702,0.17072550831792976,69,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2007,Albuquerque,NM,96.16,14.61,93.45,257.87,135.04,0,44.5,1534.8,0,1534.8,1581.79,586.3,173.2,34.97,282.41,0,93.16,5.96,117.46,46.99,25.34,2.55,25.34,6.6,248.21,417.76,53.65,641.42,89.98,0,142.03,124.95,0,2.68,0,4383.65,3759.16,624.49,424.04,0,0,110.58,513.91,100.34,0,58.69,31.29,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,4.642809513225161,0.8227833142947177,0.17721668570528223,86,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2008,Albuquerque,NM,89.47,20.93,46.09,194.42,136.3,0,108.48,1624.35,0,1624.35,1660.72,564.3,179.46,56.89,143.76,0,104.48,0,75.55,36.37,146.92,0.34,146.92,8.16,227.68,423.75,37.93,711.69,93.11,0,124.34,150,0,0.2,0,4229.64,3791.82,437.82,288.21,0,0,87.12,350.69,107.46,0,51.3,41.81,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,4.55106862850392,0.8198545060557985,0.1801454939442015,74,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2009,Albuquerque,NM,62.66,24.11,48.38,183.37,66.91,0,114.54,1933.89,0,1933.89,1959.78,552.06,204.36,57.17,189.38,0,89.63,0,76.22,25.89,186.38,0.35,186.38,10.7,224.25,412.21,48.22,731.11,80,0,131.78,137.17,0,0.15,0,4515.07,4093.07,421.99,266.99,0,0,140.01,281.98,106.05,0,41.43,38.56,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,5.152625,0.8374677475061457,0.16253225249385425,72,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2010,Albuquerque,NM,59.62,13.91,63.09,203.9,133.18,0,130.96,1707.5,0,1707.5,1736.16,576.52,172.48,76.21,184.06,0,97.99,2.48,96.31,28.66,208.13,0.43,208.13,8.62,236.82,444.19,67.27,750.11,79.05,0,137.13,155.26,0,0.27,0,4479.41,4052.24,427.17,325.85,0,0,151.64,275.53,104.15,0,38.74,40.31,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,5.6191018342821,0.8489221007568228,0.15107789924317713,68,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2011,Albuquerque,NM,57.66,13.73,61.53,172.87,105.6,0,125.79,1493.92,0,1493.92,1521.38,547.15,163.8,74.23,238.66,0,87.26,0,108.05,27.46,221.18,0.46,221.18,7.23,225.2,410.56,39.96,700.15,65.65,0,115.7,139.87,0,1.07,0,4173.46,3762.15,411.31,351.49,0,0,153.31,258,118.53,0,27.32,38.33,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,6.2537699923838534,0.8621406522332584,0.13785934776674155,72,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2012,Albuquerque,NM,53.9,12.54,60.57,183.15,108.37,0,124.3,1392.39,0,1392.39,1420.53,530.57,172.75,82.16,199.62,0,92.9,0,99.28,28.14,174.98,0.32,174.98,10.06,245.6,387.65,56.15,684.7,68.97,0,89.34,151.13,0,1.51,0,3973.9,3562.39,411.52,318.05,0,0,170.16,241.35,102.41,0,51.17,17.79,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,5.620559663621864,0.8489553677018089,0.15104463229819104,72,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2013,Albuquerque,NM,50.98,12.36,102.09,204.65,89.62,0,121.75,1319.67,0,1319.67,1347.27,574.62,181.2,62.56,202.77,0,109.17,0,149.6,27.6,182.93,0.19,182.93,11.78,224.74,377.33,39.22,680.29,48.86,0,114.25,111.42,0,1.33,0,3947.16,3554.94,392.22,304.18,0,0,157.79,234.44,126.27,0,31.55,17.31,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,7.722677036430618,0.885356296487482,0.11464370351251789,73,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2014,Albuquerque,NM,58.66,12.29,96.1,219.07,91.51,0,117.72,1295.31,0,1295.31,1323.03,555.93,173.7,57.69,247.17,0,98.08,0,116.76,27.72,152.86,2.67,152.86,8.23,204.02,360.59,52.03,652,65.07,0,125.13,122.77,0,0.19,0,3832.47,3489.33,343.14,346.91,0,0,146.64,196.5,126.04,0,42.94,22.13,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,5.541570616259413,0.8471315134144622,0.15286848658553776,85,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2015,Albuquerque,NM,58.88,13.43,94.66,221.61,67.9,0,108.32,1418.39,0,1418.39,1444.92,606.2,179.7,53.69,167.27,0,90.37,0,116.97,26.52,132.01,1.73,132.01,7.43,203.79,379.06,54.63,667.08,78.24,0,173.23,131.93,0,0.23,0,3903.79,3563.32,340.47,242.6,0,0,146.55,193.92,137.08,0,62.58,15.66,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,4.8448364008179965,0.8289088125956702,0.17109118740432974,81,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2016,Albuquerque,NM,77.25,14.48,87.69,226.15,92.07,0,105.93,1389.06,0,1389.06,1416.56,579.82,178.57,59,88.11,0,90.76,0,122.26,27.5,129.22,1.7,129.22,7.08,200.03,378.97,46.73,663.47,75.5,0,127.19,134.49,0,0.47,0,3851.11,3459.23,391.87,187.26,0,0,174.98,216.89,160.15,0,60.18,15.32,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,5.0194701986754975,0.8338724228221885,0.16612757717781151,85,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
2017,Albuquerque,NM,61.55,14.31,91.99,239.22,63.76,0,95.84,1359.28,0,1359.28,1387.49,538.58,177.42,65.22,87.16,0,31.8,0,72.73,28.21,136.43,4.67,136.43,7.4,201.43,376.07,71.37,649.33,69.65,0,167.11,134.86,0,0.59,0,3749.81,3316.96,432.85,158.33,0,0,213.09,219.76,133.56,0,53.37,16.28,0.6621143816847874,0.7810815833488199,0.28091834524583065,-1,0.503217890545421,5.399425699928212,0.843735977743875,0.15626402225612493,88,222.048309178744,50.32178905454211,649.33,431.96,166.66000000000003,51.75
1977,Anaheim,CA,51.1,38.93,120.96,275.78,5.6,0,60.63,1319.84,0.16,1320,1374.41,599.85,148.52,71.96,200.11,20.22,169.61,7.89,83.78,54.41,114.89,70.44,114.89,0.38,252.8,249.37,64.79,466.41,189.97,0.1,47.58,282.15,22.91,66.63,0,4797.84,3403.45,1371.47,206.19,1114.41,0,45.96,211.1,59.42,124.22,65.75,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.312680949623625,0.5676014021031547,0.43239859789684526,49,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
1978,Anaheim,CA,63.57,37.67,111.38,289.99,6.89,0,57.73,1335.39,0,1335.39,1389.06,800.43,159.77,78.61,164.39,0,320.74,24.83,65.55,53.67,181.35,66.29,181.35,0.42,290.73,251.1,77.36,493.43,195.32,0,62.32,273.93,21.9,82.61,0,5075.52,3665.43,1388.19,171.7,1119.27,0,56.38,212.54,60.35,121.18,74.13,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.2855826336268688,0.5624747995161508,0.4375252004838493,44,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
1979,Anaheim,CA,53.63,47.28,139.81,393.04,7.6,0,45.75,1121.34,0,1121.34,1171.6,584.09,133.95,66.48,136.98,0,29.9,26.25,94.41,50.26,187.41,56.68,187.41,0,327.32,242.79,152.31,448.74,173.24,0,95.38,239.72,22.55,28.44,0,4647.64,3263.6,1361.49,144.58,1106.32,0,61.31,193.86,74.8,104.41,68.83,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.4014661740937426,0.583587722039276,0.41641227796072405,52,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
1980,Anaheim,CA,47.8,49.89,124.65,357.08,9.53,0,44.22,1050.13,0,1050.13,1096.76,515.29,119.57,65.38,125.68,0,25.66,23.52,84.47,46.63,156.09,54.73,156.09,0,287.37,214.02,134.74,401.32,173.42,0,79.03,238.81,23.58,41.67,0,4258.84,2985.03,1250.23,135.21,957.67,0,118.83,173.73,68.5,99.72,73.71,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.234113712374582,0.5523952095808383,0.4476047904191616,66,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
1981,Anaheim,CA,49.74,40.41,123.93,230.84,16.29,0,43.4,997.34,0,997.34,1066.95,736.92,140.86,61.8,144.6,0,182.86,23.33,65.64,69.61,177.08,52.87,177.08,0,335.49,261,16.76,468.59,205.99,0,83.51,267.79,23.85,16.52,0,5374.64,3174.69,2176.09,160.88,1874.89,0,84.69,216.52,82.18,121.81,84.18,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.2670517986310015,0.5588984774834579,0.4411015225165421,44,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
1982,Anaheim,CA,48.11,59.5,83.08,205.78,10.29,0,40.06,990.1,0,990.1,1040.99,699.06,139.45,66.25,201.3,0,133.75,7.15,82.89,50.89,107.69,14.43,107.69,0,391.36,265.5,15.1,452.15,216.58,0,76.21,282.84,24.87,12.13,0,5624.68,3082.99,2516.82,211.59,2150.1,0,96.37,270.35,83.32,129.17,87.42,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.2258749653707637,0.5507384666445403,0.44926153335545965,53,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
1983,Anaheim,CA,55.48,94.59,75.88,238.97,8.64,0,44.93,1001.46,0,1001.46,1059.14,957.29,145.88,66.35,151.74,0,323.68,11.48,207.89,57.69,64.92,31.43,64.92,0,443.74,279.5,13.02,481.79,221.25,0,72.41,287.6,26.21,44.75,0,5518.65,3457.97,2034.48,160.37,1735.52,0,92.23,206.72,86.03,133.9,87.35,0,1.07940008822232,0.9701467920171531,0.3369243199569081,5.802281368821293,0.908664050942304,1.263276836158192,0.5581627558662007,0.4418372441337993,49,77.82672215335576,90.86640509423039,890.22,466.41,803.35,451.76
